id,timestamp
25769869312,1496014756336688
25769934848,1496014756464558
25770000384,1496014756592581
25770065920,1496014756720546
25770131456,1496014756848515
25770196992,1496014756976560
25770262528,1496014757104647
25770328064,1496014757232529
25770393600,1496014757363971
25770459136,1496014757488731
25770524672,1496014757616699
25770590208,1496014757744605
25770655744,1496014757872680
25770721280,1496014758000728
25770786816,1496014758128570
25786580992,1496014756210514
25786646528,1496014756337175
25786712064,1496014756465351
25786777600,1496014756593102
25786843136,1496014756720985
25786908672,1496014756849186
25786974208,1496014756976995
25787039744,1496014757105094
25787105280,1496014757233111
25787170816,1496014757364029
25787236352,1496014757489093
25787301888,1496014757617166
25787367424,1496014757745052
25787432960,1496014757873197
25787498496,1496014758001210
25787564032,1496014758129086
25803358208,1496014756210741
25803423744,1496014756337618
25803489280,1496014756465553
25803554816,1496014756593585
25803620352,1496014756721549
25803685888,1496014756849490
25803751424,1496014756977562
25803816960,1496014757105529
25803882496,1496014757233526
25803948032,1496014757364089
25804013568,1496014757489581
25804079104,1496014757617679
25804144640,1496014757745638
25804210176,1496014757873596
25804275712,1496014758001655
25804341248,1496014758129634
25820135424,1496014756210884
25820200960,1496014756338158
25820266496,1496014756466300
25820332032,1496014756594163
25820397568,1496014756722044
25820463104,1496014756850072
25820528640,1496014756978087
25820594176,1496014757106176
25820659712,1496014757234243
25820725248,1496014757364160
25820790784,1496014757490156
25820856320,1496014757618175
25820921856,1496014757746075
25820987392,1496014757874008
25821052928,1496014758002153
25821118464,1496014758130062
25836912640,1496014756211044
25836978176,1496014756338624
25837043712,1496014756466549
25837109248,1496014756594678
25837174784,1496014756722530
25837240320,1496014756850564
25837305856,1496014756978579
25837371392,1496014757106497
25837436928,1496014757234516
25837502464,1496014757364223
25837568000,1496014757490607
25837633536,1496014757618679
25837699072,1496014757746653
25837764608,1496014757874534
25837830144,1496014758002479
25837895680,1496014758130650
25853689856,1496014756211672
25853755392,1496014756339151
25853820928,1496014756467040
25853886464,1496014756595040
25853952000,1496014756723031
25854017536,1496014756851049
25854083072,1496014756979087
25854148608,1496014757107089
25854214144,1496014757235076
25854279680,1496014757364280
25854345216,1496014757491175
25854410752,1496014757619130
25854476288,1496014757747114
25854541824,1496014757875094
25854607360,1496014758003116
25854672896,1496014758131112
25870467072,1496014756215784
25870532608,1496014756339628
25870598144,1496014756467744
25870663680,1496014756595694
25870729216,1496014756723629
25870794752,1496014756851712
25870860288,1496014756979514
25870925824,1496014757107672
25870991360,1496014757235612
25871056896,1496014757364339
25871122432,1496014757491708
25871187968,1496014757619670
25871253504,1496014757747610
25871319040,1496014757875574
25871384576,1496014758003729
25871450112,1496014758131558
25887244288,1496014756216566
25887309824,1496014756340206
25887375360,1496014756468073
25887440896,1496014756596092
25887506432,1496014756724019
25887571968,1496014756852002
25887637504,1496014756980112
25887703040,1496014757108030
25887768576,1496014757236041
25887834112,1496014757364404
25887899648,1496014757492072
25887965184,1496014757620130
25888030720,1496014757748161
25888096256,1496014757876041
25888161792,1496014758004093
25888227328,1496014758132068
25904021504,1496014756216852
25904087040,1496014756340655
