40900,1
40975,2
41000,1
41125,2
41262,1
41325,1
41337,1
41487,1
41587,1
41588,2
41600,1
41612,1
41613,1
41625,1
41687,1
41688,1
41700,1
41725,1
41738,1
41762,1
41775,1
41800,1
41813,3
41837,1
41850,1
41875,1
41888,2
41900,1
41912,3
41925,1
41950,2
41962,1
41963,3
41987,1
42000,2
42025,1
42087,1
42112,2
42125,1
42150,2
42175,1
42187,1
42200,1
42212,2
42213,2
42238,1
42300,3
42313,1
42325,1
42337,2
42338,2
42350,2
42362,3
42388,1
42400,2
42412,2
42425,1
42438,2
42450,1
42462,3
42463,1
42488,1
42500,2
42512,1
42513,2
42525,3
42537,1
42550,2
42587,1
42588,1
42600,2
42612,1
42625,1
42637,1
42638,2
42650,4
42662,1
42675,5
42687,3
42688,1
42700,2
42725,4
42750,1
42763,1
42787,1
42788,1
42800,2
42812,1
42813,1
42837,1
42862,1
42912,2
42937,3
42938,2
42950,1
42962,1
42963,3
42975,4
42987,2
43000,1
43012,1
43025,2
43038,1
43050,2
43062,1
43063,1
43075,4
43087,1
43100,1
43112,1
43125,5
43137,1
43150,1
43163,2
43188,1
43200,1
43212,1
43213,1
43275,2
43288,1
43300,3
43312,1
43313,2
43325,1
43338,1
43362,2
43363,1
43375,3
43387,2
43388,1
43400,1
43425,3
43437,2
43438,1
43462,1
43475,1
43488,1
43500,2
43513,1
43525,3
43537,4
43550,4
43563,1
43575,1
43600,2
43612,1
43625,3
43638,1
43650,2
43662,3
43700,2
43738,1
43750,2
43762,1
43787,1
43788,1
43825,1
43862,1
43875,1
43925,1
43938,1
43950,2
43963,1
43988,1
44000,2
44012,2
44013,1
44062,1
44063,1
44087,1
44088,2
44113,1
44125,2
44137,1
44162,1
44175,1
44187,1
44237,1
44238,1
44250,2
44263,1
44275,1
44287,1
44338,1
44350,1
44375,2
44387,2
44412,1
44425,1
44437,1
44462,1
44463,1
44513,1
44525,1
44537,1
44563,1
44600,1
44625,1
44637,1
44650,1
44713,1
44725,1
44750,2
44763,1
44788,1
44875,1
44987,1
45050,1
45138,1
45188,2
45525,1
45613,2
55687,1
