95638,1
95837,1
96150,1
96450,1
96463,1
96488,1
96550,1
96600,1
96625,1
96637,1
96638,1
96675,1
96800,1
96813,1
96850,1
96950,1
97000,1
97013,1
97025,1
97050,1
97075,1
97100,1
97125,1
97175,1
97200,1
97212,1
97213,1
97250,1
97262,1
97275,1
97325,1
97337,1
97350,2
97362,1
97400,2
97425,2
97437,1
97438,2
97475,1
97500,1
97512,1
97513,1
97525,1
97537,2
97538,1
97550,1
97562,1
97587,1
97588,1
97600,3
97612,1
97613,1
97625,3
97637,1
97650,2
97687,1
97688,2
97700,1
97712,2
97750,2
97763,5
97775,3
97787,1
97813,1
97825,1
97838,1
97850,2
97875,4
97888,3
97900,2
97912,1
97913,2
97925,3
97950,4
97962,1
97963,2
97975,1
98000,3
98025,1
98050,1
98062,1
98063,1
98112,1
98113,1
98125,4
98137,1
98138,1
98150,3
98162,1
98163,1
98175,1
98212,1
98213,2
98225,3
98237,3
98250,2
98263,4
98275,5
98288,1
98300,3
98312,1
98325,3
98337,1
98338,1
98350,5
98375,2
98387,1
98388,2
98400,7
98412,2
98437,2
98438,1
98450,2
98462,2
98463,3
98475,1
98487,1
98488,4
98500,3
98512,3
98513,2
98525,3
98537,1
98538,1
98550,4
98562,1
98563,1
98575,3
98587,2
98600,1
98612,2
98613,3
98625,3
98637,3
98650,2
98662,2
98663,2
98675,4
98687,1
98688,4
98700,3
98713,3
98725,3
98737,3
98738,1
98750,5
98762,1
98763,2
98775,3
98787,1
98788,2
98800,3
98812,5
98813,2
98825,5
98838,3
98850,3
98862,3
98863,2
98875,4
98887,1
98888,2
98900,4
98912,5
98913,1
98925,4
98937,4
98950,2
98962,2
98963,5
98975,7
98988,3
99000,5
99012,1
99025,5
99037,1
99038,4
99050,2
99062,3
99063,2
99075,5
99087,1
99088,2
99100,2
99112,1
99125,4
99137,3
99150,3
99162,2
99163,2
99175,3
99187,2
99188,3
99200,6
99212,5
99213,4
99225,4
99237,3
99238,3
99250,2
99262,3
99263,1
99287,2
99288,2
99300,1
